TransactionID,CustomerID,ProductID,ProductName,Category,Subcategory,Brand,Quantity,UnitPrice,TotalAmount,Discount,TransactionDate,PaymentMethod,Channel,CustomerAge,CustomerGender,CustomerCity,CustomerSegment,Year,Month,DayOfWeek,Season,Revenue,Profit
T005281,C01954,P00459,Games Zara Model 46,Books & Media,Games,Zara,2,143.02,286.04,0,2022-07-14,Cash,In-Store,44,Female,Seattle,Premium,2022,7,Thursday,Summer,286.04,92.82
T005282,C00553,P00631,Sportswear Sony Model 18,Clothing,Sportswear,Sony,2,347.86,695.72,5,2022-05-18,Debit Card,In-Store,49,Male,Dallas,VIP,2022,5,Wednesday,Spring,695.72,307.03
T005283,C01169,P00503,Fiction H&M Model 31,Books & Media,Fiction,H&M,2,43.89,87.77,15,2023-09-24,Debit Card,Online,59,Female,San Diego,Premium,2023,9,Sunday,Fall,87.77,22.96
T005284,C01198,P00681,Kids Wear Sony Model 31,Clothing,Kids Wear,Sony,1,160.18,160.18,0,2022-04-08,Credit Card,In-Store,52,Male,Fort Worth,VIP,2022,4,Friday,Spring,160.18,63.15
T005285,C00824,P00158,Educational Apple Model 1,Books & Media,Educational,Apple,1,81.7,81.7,0,2022-06-24,Debit Card,Mobile App,43,Male,Jacksonville,Regular,2022,6,Friday,Summer,81.7,47.88
T005286,C00382,P00143,Board Games Uniqlo Model 27,Toys & Games,Board Games,Uniqlo,2,285.95,571.9,0,2023-02-28,Buy Now Pay Later,In-Store,64,Male,San Antonio,VIP,2023,2,Tuesday,Winter,571.9,196.47
T005287,C01258,P00057,Car Parts LG Model 44,Automotive,Car Parts,LG,1,269.52,269.52,0,2022-08-19,Cash,Online,51,Female,San Antonio,VIP,2022,8,Friday,Summer,269.52,147.65
T005288,C01632,P00221,Storage Value Plus Model 5,Home & Garden,Storage,Value Plus,1,715.04,715.04,20,2023-11-27,Buy Now Pay Later,Mobile App,52,Male,Houston,Regular,2023,11,Monday,Fall,715.04,234.55
T005289,C00074,P00085,Water Sports HP Model 36,Sports & Outdoors,Water Sports,HP,1,112.49,112.49,0,2022-08-10,Digital Wallet,Online,55,Female,San Jose,VIP,2022,8,Wednesday,Summer,112.49,54.5
T005290,C00221,P00001,Shoes Canon Model 49,Clothing,Shoes,Canon,2,284.83,569.66,5,2023-07-05,Buy Now Pay Later,Mobile App,36,Male,Jacksonville,VIP,2023,7,Wednesday,Summer,569.66,243.13
T005291,C01758,P00789,Storage Uniqlo Model 48,Home & Garden,Storage,Uniqlo,1,540.41,540.41,10,2022-09-15,Buy Now Pay Later,In-Store,28,Female,Chicago,VIP,2022,9,Thursday,Fall,540.41,251.43
T005292,C01822,P00255,Formal Wear Premium Co Model 32,Clothing,Formal Wear,Premium Co,2,303.84,607.68,0,2023-12-29,Buy Now Pay Later,Mobile App,51,Female,New York,Regular,2023,12,Friday,Winter,607.68,211.45
T005293,C00103,P00597,Water Sports Zara Model 22,Sports & Outdoors,Water Sports,Zara,1,752.81,752.81,0,2022-11-18,Credit Card,Mobile App,75,Male,Dallas,Budget,2022,11,Friday,Fall,752.81,422.45
T005294,C00218,P00484,Sportswear Sony Model 34,Clothing,Sportswear,Sony,1,66.66,66.66,0,2022-02-08,Buy Now Pay Later,Online,70,Female,Chicago,Premium,2022,2,Tuesday,Winter,66.66,37.9
T005295,C00785,P00159,Outdoor Gear Premium Co Model 33,Sports & Outdoors,Outdoor Gear,Premium Co,1,450.72,450.72,15,2023-01-12,Credit Card,In-Store,19,Male,Chicago,Premium,2023,1,Thursday,Winter,450.72,95.64
T005296,C00062,P00429,Bedding Uniqlo Model 29,Home & Garden,Bedding,Uniqlo,2,572.99,1145.97,10,2023-08-25,Buy Now Pay Later,Online,43,Male,Chicago,Regular,2023,8,Friday,Summer,1145.97,413.61
T005297,C01081,P00337,Snacks Uniqlo Model 36,Food & Beverages,Snacks,Uniqlo,2,5.15,10.3,0,2022-12-29,Digital Wallet,Online,37,Female,Philadelphia,Budget,2022,12,Thursday,Winter,10.3,3.11
T005298,C00989,P00278,Sports Equipment Nikon Model 41,Sports & Outdoors,Sports Equipment,Nikon,2,523.47,1046.94,0,2023-09-30,Buy Now Pay Later,Online,60,Female,Houston,Regular,2023,9,Saturday,Fall,1046.94,322.42
T005299,C01806,P00406,Formal Wear Generic Brand Model 9,Clothing,Formal Wear,Generic Brand,1,226.71,226.71,5,2024-02-12,Digital Wallet,Online,61,Male,Philadelphia,Budget,2024,2,Monday,Winter,226.71,71.04
T005300,C01658,P00276,Educational Toys Dell Model 48,Toys & Games,Educational Toys,Dell,2,189.32,378.64,0,2022-05-11,Cash,Online,37,Male,Indianapolis,Regular,2022,5,Wednesday,Spring,378.64,138.81
T005301,C00964,P00450,Outdoor Gear Apple Model 24,Sports & Outdoors,Outdoor Gear,Apple,1,454.74,454.74,0,2022-02-15,Buy Now Pay Later,Online,63,Female,Fort Worth,Premium,2022,2,Tuesday,Winter,454.74,188.17
T005302,C01523,P00428,Maintenance Canon Model 32,Automotive,Maintenance,Canon,1,192.35,192.35,10,2023-04-12,Debit Card,Online,24,Male,San Jose,VIP,2023,4,Wednesday,Spring,192.35,95.19
T005303,C00729,P00533,Fragrances Amazon Basics Model 24,Health & Beauty,Fragrances,Amazon Basics,2,67.96,135.93,5,2024-02-06,Digital Wallet,Online,67,Male,San Diego,Premium,2024,2,Tuesday,Winter,135.93,52.59
T005304,C00146,P00410,Accessories HP Model 35,Automotive,Accessories,HP,1,190.92,190.92,10,2022-03-25,Digital Wallet,In-Store,26,Female,Jacksonville,Regular,2022,3,Friday,Spring,190.92,61.27
T005305,C01032,P00167,Sportswear Amazon Basics Model 30,Clothing,Sportswear,Amazon Basics,2,321.2,642.41,5,2023-11-13,Cash,In-Store,43,Female,Charlotte,Regular,2023,11,Monday,Fall,642.41,287.74
T005306,C01842,P00185,Appliances H&M Model 3,Home & Garden,Appliances,H&M,1,140.99,140.99,0,2023-02-16,Digital Wallet,Mobile App,25,Female,Jacksonville,VIP,2023,2,Thursday,Winter,140.99,53.06
T005307,C01121,P00092,Frozen H&M Model 40,Food & Beverages,Frozen,H&M,2,26.18,52.36,0,2024-02-08,Buy Now Pay Later,Online,21,Female,Houston,Premium,2024,2,Thursday,Winter,52.36,27.61
T005308,C00330,P00563,Electronics Nikon Model 42,Automotive,Electronics,Nikon,1,466.54,466.54,0,2022-02-19,Credit Card,In-Store,56,Male,New York,Regular,2022,2,Saturday,Winter,466.54,187.56
T005309,C01601,P00469,Car Parts Generic Brand Model 9,Automotive,Car Parts,Generic Brand,1,316.28,316.28,0,2022-05-26,Cash,Online,70,Female,Seattle,Budget,2022,5,Thursday,Spring,316.28,107.72
T005310,C00650,P00761,Sportswear H&M Model 7,Clothing,Sportswear,H&M,1,287.94,287.94,0,2023-06-07,Digital Wallet,In-Store,35,Female,Seattle,Regular,2023,6,Wednesday,Summer,287.94,86.67
T005311,C01244,P00586,Accessories Apple Model 41,Automotive,Accessories,Apple,1,374.39,374.39,5,2024-02-15,Debit Card,Mobile App,18,Male,Phoenix,Regular,2024,2,Thursday,Winter,374.39,136.07
T005312,C01824,P00380,Health Supplements Premium Co Model 49,Health & Beauty,Health Supplements,Premium Co,2,20.95,41.9,0,2023-09-19,Buy Now Pay Later,Mobile App,50,Male,Austin,Premium,2023,9,Tuesday,Fall,41.9,23.95
T005313,C01394,P00511,Stationery Canon Model 3,Office Supplies,Stationery,Canon,2,180.6,361.2,0,2023-03-02,Credit Card,Mobile App,55,Male,Houston,VIP,2023,3,Thursday,Spring,361.2,172.61
T005314,C01490,P00603,Fitness Canon Model 26,Sports & Outdoors,Fitness,Canon,3,43.04,129.12,0,2022-12-26,Digital Wallet,Online,42,Male,San Antonio,Premium,2022,12,Monday,Winter,129.12,65.31
T005315,C00815,P00513,Printing Sony Model 24,Office Supplies,Printing,Sony,1,321.86,321.86,0,2023-11-08,Cash,Mobile App,53,Male,Seattle,Regular,2023,11,Wednesday,Fall,321.86,144.85
T005316,C00046,P00480,Bedding Dell Model 39,Home & Garden,Bedding,Dell,2,886.72,1773.43,10,2022-07-23,Cash,Online,49,Male,Charlotte,Budget,2022,7,Saturday,Summer,1773.43,490.32
T005317,C01619,P00546,Personal Care Amazon Basics Model 46,Health & Beauty,Personal Care,Amazon Basics,1,98.8,98.8,15,2022-07-27,Digital Wallet,Mobile App,61,Male,New York,Regular,2022,7,Wednesday,Summer,98.8,34.68
T005318,C00746,P00655,Dairy HP Model 37,Food & Beverages,Dairy,HP,1,37.15,37.15,5,2023-03-30,Digital Wallet,In-Store,46,Male,Los Angeles,VIP,2023,3,Thursday,Spring,37.15,10.23
T005319,C00342,P00388,Accessories Apple Model 38,Automotive,Accessories,Apple,1,438.22,438.22,0,2023-12-06,Cash,Mobile App,70,Male,Houston,Regular,2023,12,Wednesday,Winter,438.22,164.34
T005320,C00389,P00096,Maintenance Amazon Basics Model 49,Automotive,Maintenance,Amazon Basics,1,98.08,98.08,15,2023-09-04,Digital Wallet,Mobile App,60,Female,San Diego,Regular,2023,9,Monday,Fall,98.08,29.88
T005321,C01878,P00772,Mens Wear Premium Co Model 23,Clothing,Mens Wear,Premium Co,1,196.58,196.58,0,2022-08-29,Debit Card,Online,67,Female,Seattle,Premium,2022,8,Monday,Summer,196.58,100.74
T005322,C01353,P00482,Storage Apple Model 45,Home & Garden,Storage,Apple,1,237.2,237.2,10,2023-06-19,Digital Wallet,In-Store,72,Male,San Jose,Premium,2023,6,Monday,Summer,237.2,87.23
T005323,C00575,P00798,Laptops Apple Model 33,Electronics,Laptops,Apple,1,129.84,129.84,0,2023-01-11,Credit Card,In-Store,30,Male,New York,Budget,2023,1,Wednesday,Winter,129.84,69.6
T005324,C01841,P00744,Tools LG Model 15,Automotive,Tools,LG,1,215.46,215.46,20,2023-12-23,Buy Now Pay Later,Mobile App,56,Female,Charlotte,Budget,2023,12,Saturday,Winter,215.46,94.15
T005325,C01630,P00678,Electronics H&M Model 18,Automotive,Electronics,H&M,1,385.09,385.09,5,2022-01-06,Debit Card,Online,63,Male,New York,Budget,2022,1,Thursday,Winter,385.09,163.16
T005326,C01589,P00229,Skincare Sony Model 19,Health & Beauty,Skincare,Sony,3,61.72,185.16,0,2023-02-27,Cash,Online,70,Male,Los Angeles,Budget,2023,2,Monday,Winter,185.16,57.2
T005327,C01581,P00205,Frozen Premium Co Model 9,Food & Beverages,Frozen,Premium Co,1,43.39,43.39,5,2023-04-10,Credit Card,In-Store,46,Female,San Jose,Regular,2023,4,Monday,Spring,43.39,19.23
T005328,C00194,P00452,Educational Canon Model 13,Books & Media,Educational,Canon,1,127.3,127.3,0,2022-02-02,Debit Card,Mobile App,29,Male,Fort Worth,Premium,2022,2,Wednesday,Winter,127.3,74.01
T005329,C00355,P00510,Smartphones Amazon Basics Model 10,Electronics,Smartphones,Amazon Basics,1,850.18,850.18,0,2023-02-13,Debit Card,In-Store,38,Male,San Antonio,Budget,2023,2,Monday,Winter,850.18,485.18
T005330,C00308,P00168,Shoes IKEA Model 46,Clothing,Shoes,IKEA,2,221.33,442.66,5,2023-02-24,Buy Now Pay Later,In-Store,70,Male,Columbus,Premium,2023,2,Friday,Winter,442.66,149.67
T005331,C01458,P00358,Tablets HP Model 19,Electronics,Tablets,HP,1,323.74,323.74,20,2022-04-25,Debit Card,Online,69,Female,Houston,Regular,2022,4,Monday,Spring,323.74,78.79
T005332,C01900,P00015,Smartphones Adidas Model 19,Electronics,Smartphones,Adidas,1,920.6,920.6,0,2023-05-22,Credit Card,In-Store,67,Male,Austin,Premium,2023,5,Monday,Spring,920.6,495.65
T005333,C00512,P00008,Action Figures Premium Co Model 37,Toys & Games,Action Figures,Premium Co,1,101.16,101.16,0,2023-07-24,Buy Now Pay Later,Mobile App,44,Female,Dallas,Budget,2023,7,Monday,Summer,101.16,50.77
T005334,C00681,P00080,Maintenance Uniqlo Model 50,Automotive,Maintenance,Uniqlo,1,65.86,65.86,25,2022-06-24,Credit Card,Mobile App,36,Male,Houston,Premium,2022,6,Friday,Summer,65.86,19.78
T005335,C00735,P00534,Shoes IKEA Model 36,Clothing,Shoes,IKEA,2,53.63,107.26,10,2024-01-06,Buy Now Pay Later,In-Store,71,Male,Indianapolis,Premium,2024,1,Saturday,Winter,107.26,27.3
T005336,C00865,P00719,Music IKEA Model 4,Books & Media,Music,IKEA,1,94.68,94.68,0,2022-04-03,Digital Wallet,In-Store,68,Male,Austin,Premium,2022,4,Sunday,Spring,94.68,41.3
T005337,C00744,P00338,Gaming Sony Model 49,Electronics,Gaming,Sony,2,955.99,1911.98,20,2022-01-16,Digital Wallet,In-Store,30,Female,Philadelphia,Regular,2022,1,Sunday,Winter,1911.98,374.09
T005338,C00223,P00627,Camping Nike Model 18,Sports & Outdoors,Camping,Nike,1,122.28,122.28,0,2024-02-13,Digital Wallet,Online,35,Female,Houston,Budget,2024,2,Tuesday,Winter,122.28,68.75
T005339,C01701,P00419,Sportswear HP Model 48,Clothing,Sportswear,HP,1,234.52,234.52,0,2022-03-26,Credit Card,Online,53,Male,San Antonio,VIP,2022,3,Saturday,Spring,234.52,125.89
T005340,C00951,P00246,Snacks Dell Model 37,Food & Beverages,Snacks,Dell,1,33.94,33.94,0,2022-06-26,Buy Now Pay Later,Online,58,Male,Los Angeles,Premium,2022,6,Sunday,Summer,33.94,17.34
T005341,C00861,P00177,Games Samsung Model 3,Books & Media,Games,Samsung,1,76.49,76.49,5,2023-04-13,Digital Wallet,Online,35,Male,Los Angeles,Premium,2023,4,Thursday,Spring,76.49,21.11
T005342,C00614,P00676,Headphones Zara Model 8,Electronics,Headphones,Zara,1,934.06,934.06,0,2022-12-05,Cash,Mobile App,58,Female,Phoenix,Regular,2022,12,Monday,Winter,934.06,496.3
T005343,C00949,P00461,Music Value Plus Model 38,Books & Media,Music,Value Plus,1,66.67,66.67,15,2023-11-18,Buy Now Pay Later,In-Store,60,Male,New York,Regular,2023,11,Saturday,Fall,66.67,18.55
T005344,C01997,P00023,Outdoor Toys Dell Model 48,Toys & Games,Outdoor Toys,Dell,1,225.66,225.66,0,2022-07-31,Buy Now Pay Later,In-Store,63,Male,Austin,Budget,2022,7,Sunday,Summer,225.66,119.19
T005345,C00080,P00171,Fitness Amazon Basics Model 41,Sports & Outdoors,Fitness,Amazon Basics,2,328.41,656.82,25,2022-10-24,Cash,In-Store,45,Male,Austin,Premium,2022,10,Monday,Fall,656.82,251.77
T005346,C01011,P00746,Action Figures Nike Model 14,Toys & Games,Action Figures,Nike,1,158.82,158.82,0,2022-02-06,Buy Now Pay Later,Mobile App,73,Female,Los Angeles,Budget,2022,2,Sunday,Winter,158.82,75.74
T005347,C01719,P00473,Water Sports Apple Model 16,Sports & Outdoors,Water Sports,Apple,1,139.09,139.09,0,2024-03-12,Buy Now Pay Later,Mobile App,51,Female,Phoenix,VIP,2024,3,Tuesday,Spring,139.09,46.27
T005348,C01199,P00624,Electronics Nike Model 25,Office Supplies,Electronics,Nike,2,248.06,496.12,0,2023-05-30,Buy Now Pay Later,In-Store,49,Female,San Diego,Premium,2023,5,Tuesday,Spring,496.12,212.17
T005349,C00164,P00324,Board Games LG Model 14,Toys & Games,Board Games,LG,1,118.12,118.12,0,2022-09-20,Credit Card,Online,74,Female,Chicago,VIP,2022,9,Tuesday,Fall,118.12,67.85
T005350,C01956,P00765,Educational Nikon Model 16,Books & Media,Educational,Nikon,1,18.24,18.24,0,2023-10-18,Digital Wallet,In-Store,71,Male,Austin,Budget,2023,10,Wednesday,Fall,18.24,8.28
T005351,C00894,P00443,Printing Dell Model 19,Office Supplies,Printing,Dell,2,289.06,578.12,0,2023-05-02,Cash,In-Store,66,Male,San Diego,Budget,2023,5,Tuesday,Spring,578.12,211.07
T005352,C01675,P00197,Gaming Nikon Model 40,Electronics,Gaming,Nikon,1,1116.26,1116.26,0,2022-10-10,Debit Card,Online,59,Male,Chicago,VIP,2022,10,Monday,Fall,1116.26,633.45
T005353,C01566,P00113,Mens Wear Nikon Model 45,Clothing,Mens Wear,Nikon,2,241.11,482.22,0,2023-04-24,Buy Now Pay Later,In-Store,23,Female,Columbus,Budget,2023,4,Monday,Spring,482.22,276.61
T005354,C00773,P00531,Sportswear Samsung Model 29,Clothing,Sportswear,Samsung,1,272.17,272.17,5,2022-02-19,Buy Now Pay Later,Online,45,Female,Charlotte,Budget,2022,2,Saturday,Winter,272.17,150.12
T005355,C00024,P00666,Bedding Sony Model 4,Home & Garden,Bedding,Sony,1,181.35,181.35,0,2022-04-21,Buy Now Pay Later,Online,71,Female,Los Angeles,Premium,2022,4,Thursday,Spring,181.35,94.57
T005356,C01906,P00440,Fragrances Sony Model 46,Health & Beauty,Fragrances,Sony,1,38.73,38.73,20,2023-05-14,Cash,Mobile App,62,Male,Jacksonville,Premium,2023,5,Sunday,Spring,38.73,15.43
T005357,C00375,P00738,Tablets Sony Model 23,Electronics,Tablets,Sony,2,2098.7,4197.4,0,2022-02-18,Buy Now Pay Later,In-Store,39,Female,Columbus,VIP,2022,2,Friday,Winter,4197.4,2488.25
T005358,C00483,P00184,Kitchen IKEA Model 29,Home & Garden,Kitchen,IKEA,2,1168.25,2336.5,0,2022-10-23,Debit Card,Online,71,Male,Phoenix,VIP,2022,10,Sunday,Fall,2336.5,1361.36
T005359,C01521,P00481,Kids Wear IKEA Model 11,Clothing,Kids Wear,IKEA,2,289.83,579.66,0,2022-05-17,Credit Card,Mobile App,42,Male,Columbus,VIP,2022,5,Tuesday,Spring,579.66,297.47
T005360,C00679,P00433,Tablets LG Model 26,Electronics,Tablets,LG,1,842.14,842.14,0,2023-04-12,Cash,Mobile App,56,Male,Fort Worth,Regular,2023,4,Wednesday,Spring,842.14,347.26
T005361,C00480,P00720,Mens Wear Nike Model 36,Clothing,Mens Wear,Nike,1,391.29,391.29,0,2022-06-19,Debit Card,Online,36,Female,San Francisco,Regular,2022,6,Sunday,Summer,391.29,152.06
T005362,C00544,P00199,Educational IKEA Model 32,Books & Media,Educational,IKEA,1,97.68,97.68,0,2022-10-21,Credit Card,In-Store,73,Female,San Diego,Budget,2022,10,Friday,Fall,97.68,39.56
T005363,C00126,P00673,Educational Sony Model 47,Books & Media,Educational,Sony,1,34.45,34.45,0,2022-02-05,Digital Wallet,Online,75,Male,Charlotte,Regular,2022,2,Saturday,Winter,34.45,11.98
T005364,C01931,P00424,Outdoor Toys Premium Co Model 35,Toys & Games,Outdoor Toys,Premium Co,3,76.96,230.88,5,2023-03-02,Buy Now Pay Later,In-Store,27,Female,San Diego,Premium,2023,3,Thursday,Spring,230.88,114.58
T005365,C00048,P00447,Gaming Zara Model 15,Electronics,Gaming,Zara,1,2362.04,2362.04,0,2022-10-18,Digital Wallet,Mobile App,65,Male,Austin,Premium,2022,10,Tuesday,Fall,2362.04,1283.04
T005366,C00827,P00018,Activewear Apple Model 14,Sports & Outdoors,Activewear,Apple,1,106.19,106.19,0,2022-09-04,Cash,Mobile App,48,Female,Austin,Regular,2022,9,Sunday,Fall,106.19,49.49
T005367,C01132,P00687,Bakery H&M Model 29,Food & Beverages,Bakery,H&M,2,23.69,47.38,0,2022-11-11,Buy Now Pay Later,Online,29,Male,Columbus,VIP,2022,11,Friday,Fall,47.38,22.36
T005368,C00932,P00447,Makeup Amazon Basics Model 21,Health & Beauty,Makeup,Amazon Basics,1,20.27,20.27,25,2023-06-02,Cash,Online,34,Female,Indianapolis,Budget,2023,6,Friday,Summer,20.27,5.97
T005369,C00344,P00543,Music Amazon Basics Model 28,Books & Media,Music,Amazon Basics,1,28.99,28.99,10,2023-05-21,Digital Wallet,In-Store,71,Male,Chicago,Budget,2023,5,Sunday,Spring,28.99,8.28
T005370,C01417,P00540,Furniture Nike Model 49,Home & Garden,Furniture,Nike,2,977.76,1955.52,5,2022-07-11,Cash,In-Store,29,Female,San Antonio,Budget,2022,7,Monday,Summer,1955.52,520.3
T005371,C00496,P00611,Electronics H&M Model 21,Automotive,Electronics,H&M,1,225.24,225.24,0,2023-09-27,Buy Now Pay Later,In-Store,20,Female,Columbus,Regular,2023,9,Wednesday,Fall,225.24,127.8
T005372,C00769,P00592,Accessories Premium Co Model 31,Automotive,Accessories,Premium Co,1,58.85,58.85,0,2022-08-14,Debit Card,Mobile App,40,Male,San Antonio,Budget,2022,8,Sunday,Summer,58.85,31.79
T005373,C01361,P00550,Womens Wear Samsung Model 36,Clothing,Womens Wear,Samsung,3,202.34,607.02,0,2024-03-12,Credit Card,Online,35,Male,Charlotte,Regular,2024,3,Tuesday,Spring,607.02,202.13
T005374,C00355,P00467,Movies Canon Model 13,Books & Media,Movies,Canon,1,141.59,141.59,0,2022-04-13,Digital Wallet,Online,33,Male,San Antonio,Premium,2022,4,Wednesday,Spring,141.59,53.9
T005375,C00362,P00403,Bedding Adidas Model 2,Home & Garden,Bedding,Adidas,1,961.36,961.36,0,2023-03-15,Buy Now Pay Later,Mobile App,43,Male,Dallas,Premium,2023,3,Wednesday,Spring,961.36,445.77
T005376,C01314,P00356,Organic Dell Model 10,Food & Beverages,Organic,Dell,3,8.94,26.82,5,2023-11-26,Debit Card,Online,73,Male,Houston,Regular,2023,11,Sunday,Fall,26.82,14.31
T005377,C01218,P00541,Stationery Canon Model 2,Office Supplies,Stationery,Canon,2,20.11,40.22,0,2023-07-15,Debit Card,Mobile App,47,Female,Houston,Budget,2023,7,Saturday,Summer,40.22,20.86
T005378,C00265,P00526,Movies Value Plus Model 32,Books & Media,Movies,Value Plus,2,61.04,122.08,5,2022-07-19,Credit Card,In-Store,45,Female,San Antonio,Premium,2022,7,Tuesday,Summer,122.08,63.18
T005379,C01878,P00112,Water Sports LG Model 31,Sports & Outdoors,Water Sports,LG,1,244.51,244.51,0,2023-10-01,Credit Card,In-Store,68,Male,Columbus,VIP,2023,10,Sunday,Fall,244.51,95.92
T005380,C01558,P00544,Games Nikon Model 19,Books & Media,Games,Nikon,1,124.08,124.08,0,2024-01-13,Credit Card,Online,69,Female,Austin,VIP,2024,1,Saturday,Winter,124.08,62.79
T005381,C01338,P00447,Makeup Sony Model 9,Health & Beauty,Makeup,Sony,2,10.93,21.86,0,2022-01-27,Buy Now Pay Later,Online,71,Male,New York,Budget,2022,1,Thursday,Winter,21.86,9.03
T005382,C00177,P00718,Bakery Canon Model 28,Food & Beverages,Bakery,Canon,1,2.5,2.5,10,2023-11-04,Debit Card,Online,41,Female,San Jose,Premium,2023,11,Saturday,Fall,2.5,1.11
T005383,C00606,P00103,Water Sports Amazon Basics Model 36,Sports & Outdoors,Water Sports,Amazon Basics,1,340.32,340.32,0,2023-08-05,Debit Card,Mobile App,44,Male,Philadelphia,VIP,2023,8,Saturday,Summer,340.32,183.66
T005384,C00782,P00356,Tools H&M Model 14,Automotive,Tools,H&M,1,82.38,82.38,0,2023-01-11,Digital Wallet,In-Store,38,Female,Fort Worth,Regular,2023,1,Wednesday,Winter,82.38,36.46
T005385,C00584,P00381,Sportswear Samsung Model 9,Clothing,Sportswear,Samsung,2,96.59,193.19,25,2022-04-11,Debit Card,Mobile App,23,Male,Charlotte,VIP,2022,4,Monday,Spring,193.19,14.59
T005386,C01135,P00440,Games Uniqlo Model 22,Books & Media,Games,Uniqlo,1,95.81,95.81,15,2023-05-10,Buy Now Pay Later,Mobile App,20,Female,Chicago,Premium,2023,5,Wednesday,Spring,95.81,46.34
T005387,C00441,P00461,Fragrances Premium Co Model 20,Health & Beauty,Fragrances,Premium Co,1,146.76,146.76,20,2023-05-14,Digital Wallet,In-Store,53,Female,Seattle,Regular,2023,5,Sunday,Spring,146.76,67.62
T005388,C01735,P00335,Makeup Premium Co Model 21,Health & Beauty,Makeup,Premium Co,2,165.85,331.7,5,2022-03-24,Credit Card,In-Store,28,Female,Seattle,VIP,2022,3,Thursday,Spring,331.7,140.46
T005389,C00741,P00197,Cameras IKEA Model 27,Electronics,Cameras,IKEA,1,1722.81,1722.81,0,2023-12-29,Buy Now Pay Later,Online,34,Male,Chicago,VIP,2023,12,Friday,Winter,1722.81,890.66
T005390,C01659,P00729,Health Supplements IKEA Model 48,Health & Beauty,Health Supplements,IKEA,2,62.7,125.4,5,2022-11-18,Cash,Online,54,Male,Columbus,Regular,2022,11,Friday,Fall,125.4,58.96
T005391,C00231,P00072,Appliances HP Model 31,Home & Garden,Appliances,HP,1,258.57,258.57,20,2023-10-09,Credit Card,Online,51,Female,Indianapolis,Budget,2023,10,Monday,Fall,258.57,42.93
T005392,C01193,P00039,Sportswear Zara Model 37,Clothing,Sportswear,Zara,1,207.5,207.5,15,2023-10-07,Credit Card,In-Store,19,Male,Seattle,Budget,2023,10,Saturday,Fall,207.5,97.67
T005393,C01553,P00510,Organic Generic Brand Model 5,Food & Beverages,Organic,Generic Brand,1,33.62,33.62,5,2022-09-08,Cash,Mobile App,72,Female,Los Angeles,Premium,2022,9,Thursday,Fall,33.62,16.75
T005394,C00408,P00129,Fragrances Sony Model 44,Health & Beauty,Fragrances,Sony,2,67.98,135.96,0,2023-01-14,Debit Card,Online,44,Male,New York,Budget,2023,1,Saturday,Winter,135.96,41.11
T005395,C01381,P00402,Makeup LG Model 35,Health & Beauty,Makeup,LG,2,90.04,180.07,10,2023-05-22,Debit Card,Online,28,Male,Austin,Premium,2023,5,Monday,Spring,180.07,60.46
T005396,C01259,P00207,Board Games IKEA Model 40,Toys & Games,Board Games,IKEA,2,144.23,288.46,0,2023-11-30,Digital Wallet,Online,27,Male,Los Angeles,Budget,2023,11,Thursday,Fall,288.46,86.88
T005397,C01699,P00311,Outdoor Gear Zara Model 21,Sports & Outdoors,Outdoor Gear,Zara,1,309.98,309.98,0,2022-04-15,Buy Now Pay Later,Online,33,Male,Seattle,Regular,2022,4,Friday,Spring,309.98,123.46
T005398,C01298,P00600,Fragrances LG Model 40,Health & Beauty,Fragrances,LG,1,115.45,115.45,0,2022-05-27,Digital Wallet,Mobile App,71,Female,San Jose,VIP,2022,5,Friday,Spring,115.45,59.49
T005399,C01454,P00437,Maintenance Apple Model 4,Automotive,Maintenance,Apple,1,234.63,234.63,0,2024-03-21,Digital Wallet,Mobile App,43,Female,Austin,Regular,2024,3,Thursday,Spring,234.63,121.49
T005400,C00311,P00770,Camping LG Model 34,Sports & Outdoors,Camping,LG,1,463.89,463.89,10,2023-03-07,Digital Wallet,In-Store,34,Female,San Francisco,VIP,2023,3,Tuesday,Spring,463.89,242.1
T005401,C01721,P00608,Bakery IKEA Model 2,Food & Beverages,Bakery,IKEA,2,49.33,98.66,0,2023-03-19,Debit Card,Mobile App,42,Male,Dallas,Regular,2023,3,Sunday,Spring,98.66,57.83
T005402,C01831,P00017,Furniture Value Plus Model 12,Home & Garden,Furniture,Value Plus,1,627.84,627.84,0,2022-06-04,Digital Wallet,Mobile App,64,Male,San Francisco,Regular,2022,6,Saturday,Summer,627.84,278.2
T005403,C00278,P00586,Mens Wear Uniqlo Model 23,Clothing,Mens Wear,Uniqlo,1,120.25,120.25,0,2022-07-24,Digital Wallet,In-Store,67,Female,San Antonio,VIP,2022,7,Sunday,Summer,120.25,46.83
T005404,C00762,P00097,Frozen Dell Model 44,Food & Beverages,Frozen,Dell,1,12.19,12.19,0,2023-09-28,Buy Now Pay Later,In-Store,72,Male,Indianapolis,Premium,2023,9,Thursday,Fall,12.19,4.81
T005405,C01948,P00021,Activewear Canon Model 31,Sports & Outdoors,Activewear,Canon,1,44.32,44.32,5,2023-09-03,Debit Card,Online,19,Male,Dallas,Regular,2023,9,Sunday,Fall,44.32,21.33
T005406,C01506,P00172,Skincare Sony Model 10,Health & Beauty,Skincare,Sony,2,190.01,380.02,0,2023-09-27,Debit Card,In-Store,61,Male,Los Angeles,Budget,2023,9,Wednesday,Fall,380.02,209.48
